station_id,source_record_id,station_name,address,postcode,latitude,longitude,operator_name,operational_status,number_of_evses,number_of_connectors,maximum_power_kw,access_type,usage_cost,data_provider,source_url,source_last_updated,licence,attribution,verification_status,boundary_status,flood_river_band,flood_river_score,flood_sea_band,flood_sea_score,flood_surface_water_band,flood_surface_water_score,flood_score,flood_dominant_source,flood_match_count,lsoa_code,lsoa_name,income_deprivation_percentage,deprivation_score,deprivation_match_status,enrichment_timestamp,dataset_version,verification_notes,boundary_authority_code,boundary_authority_name,boundary_dataset,boundary_filter_timestamp,boundary_filter_version,flood_river_match_count,flood_sea_match_count,flood_surface_water_match_count,flood_data_version,flood_enrichment_timestamp,flood_enrichment_status,flood_enrichment_notes,flood_hazard_source_count,deprivation_match_count,deprivation_candidate_codes,deprivation_match_ambiguous,deprivation_match_method,lsoa_name_welsh,deprivation_source,deprivation_source_release,deprivation_enrichment_timestamp,deprivation_enrichment_notes,verified_dataset_status,verified_dataset_notes
airis_aa4c211c5a940b4c1b62,258892,IKEA Cardiff,"Ferry Road, Grangetown, Cardiff",CF11 0JR,51.462816,-3.188446,Electric Highway (UK),operational,2.0,3.0,50.0,public,DC: £0.79/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/258892,2023-11-30T09:50:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Low,35,Low,35,"No mapped Low, Medium or High classification matched.",0,35,river|sea,2,W01001947,Grangetown 12,37.1,37.1,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001947,False,polygon covers point,Caerdydd 048E,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_b226d245101e1c918414,187747,Cardiff & Vale University Health Board,"Woodlands House, Cardiff",CF14 4HH,51.520046,-3.194338,POD Point (UK),,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/187747,2023-05-04T08:45:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001771,Heath 3,7.4,7.4,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001771,False,polygon covers point,Caerdydd 018C,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_b3f8c8a32ad90052f6c8,132456,Anglesey Street - Cardiff,"Anglesey Street, Cardiff",CF5 1QZ,51.48313,-3.20707,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132456,2019-10-02T08:32:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001710,Canton 2,22.8,22.8,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001710,False,polygon covers point,Caerdydd 040B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_b8ca386746aa48913e8f,47476,UK Steel Enterprise Cardiff,"Cardiff Bay Business Centre, Titan House, Lewis Road, Ocean Park, Cardiff, Wales",CF24 5BS,51.476339,-3.154874,Zero Carbon World,operational,1.0,1.0,7.0,public,,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/47476,2015-05-27T11:43:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001874,Splott 6,62.1,62.1,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001874,False,polygon covers point,Caerdydd 038D,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_c2c26f6edd52d208f5fb,127106,Dŵr Cymru Welsh Water St. Mellons,"St. Mellons Business Park, Trowbridge, Cardiff",CF3 0LT,51.529847,-3.081929,Hubsta,operational,2.0,2.0,7.0,private,,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/127106,2019-05-27T22:09:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,Low,35,"No mapped Low, Medium or High classification matched.",0,35,sea,1,W01001882,Trowbridge 6,20.5,20.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01001882,False,polygon covers point,Caerdydd 011C,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_ccd959febb8f3334c39d,205042,Tesco Extra-Cardiff Pengam,"Eastern Bay Road, Pengam Green, Cardiff",CF24 2HP,51.487998,-3.127919,POD Point (UK),operational,4.0,4.0,7.0,public,£0.44/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/205042,2023-04-12T05:21:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,Low,35,"No mapped Low, Medium or High classification matched.",0,35,sea,1,W01002021,Splott 10,31.8,31.8,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01002021,False,polygon covers point,Caerdydd 037F,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_d178685f83cabc1f02c7,127599,Voco St David's Hotel,Voco St David's Hotel,cf10 5sd,51.460517,-3.167412,Tesla (Tesla-only charging),operational,2.0,2.0,7.0,public,,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/127599,2019-06-05T12:01:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001943,Butetown 4,19.6,19.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001943,False,polygon covers point,Caerdydd 048B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_d508e2db52a6b7675cbb,259891,Howard Place,"Howard Place, Cardiff",CF24 0DE,51.48399914,-3.166332585,Osprey Charging,operational,4.0,4.0,50.0,public,£0.79/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/259891,2024-08-13T17:03:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001695,Adamsdown 2,19.1,19.1,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001695,False,polygon covers point,Caerdydd 036B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_d560a303a4821d0f562e,285778,Sophia Gardens,"Sophia Gardens, Cardiff",CF11 9HW,51.483564,-3.189366,Connected Kerb,unknown,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/285778,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,Low,35,Low,35,"No mapped Low, Medium or High classification matched.",0,35,river|sea,2,W01001861,Riverside 7,11.3,11.3,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001861,False,polygon covers point,Caerdydd 034D,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_d6e6a24b96376ba9af96,260002,Britannia Quay,"Britannia Quay, Cardiff",CF10 4PB,51.464363,-3.160242,Osprey Charging,operational,2.0,4.0,50.0,public,£0.79/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/260002,2024-08-29T15:09:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001940,Butetown 2,11.9,11.9,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001940,False,polygon covers point,Caerdydd 048A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_dd426e6fa2b075eb051d,132459,Turning Head Car Park - Cardiff,"Penhill Road, Cardiff",CF11 9QJ,51.48915,-3.2036,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132459,2019-10-02T08:39:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001858,Riverside 4,13.7,13.7,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001858,False,polygon covers point,Caerdydd 034A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_ddc3489e654f03c05faf,13553,ASDA Cardiff Coryton Supercentre,"1 Longwood Drive, Cardiff",CF14 7EW,51.524136,-3.242433,BP Pulse (UK),operational,2.0,4.0,7.0,public,Inclusive; for Polar Plus subscription members only,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/13553,2019-03-05T06:29:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001895,Whitchurch and Tongwynlais 9,34.2,34.2,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001895,False,polygon covers point,Caerdydd 010D,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_e087bdf6460b769e5d24,285830,North Road,"North Road Car Park, Cardiff",CF10 3DY,51.490523,-3.188036,Connected Kerb,unknown,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/285830,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01002019,Cathays 12,10.5,10.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01002019,False,polygon covers point,Caerdydd 032H,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_ebc43ac93e04c395c139,60879,St. David's Shopping Centre Car Park,"Hills Street, Butetown, Cardiff",CF10 2EQ,51.47922,-3.17476750000003,BP Pulse (UK),operational,4.0,4.0,7.0,public,Inclusive; for Polar Plus subscription members only,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/60879,2019-03-08T06:29:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01002019,Cathays 12,10.5,10.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01002019,False,polygon covers point,Caerdydd 032H,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_eea2a83d1e9d0e395e8a,201478,Tesla Cardiff,"Croescadarn Road, Cardiff, Wales",CF23 8HE,51.53149670395635,-3.139770854898643,Tesla (including non-tesla),operational,8.0,8.0,250.0,public,,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/201478,2022-09-01T16:55:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001844,Pontprennau and Old St Mellons 5,20.3,20.3,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001844,False,polygon covers point,Caerdydd 003D,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_f0782529b5ad354d2a05,260691,University of Wales Hospital,"Heath Road, Cardiff",CF14 4XW,51.50591,-3.18741,POD Point (UK),operational,12.0,12.0,7.0,public,£0.272/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/260691,2024-07-09T13:14:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001770,Heath 2,17.5,17.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001770,False,polygon covers point,Caerdydd 018B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_f536b167fad74e6cf2f2,285963,"College Road, Cardiff","College Road, Cardiff",CF14 2HJ,51.502182,-3.220884,Connected Kerb,unknown,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/285963,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001786,Llandaff North 2,17.8,17.8,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001786,False,polygon covers point,Caerdydd 023B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_f886fc76be7c3a77022f,251500,"Bettws Lane Car Park, Newport","Bettws Lane Car Park, Cardiff",CF10 5SG,51.461555,-3.168205,Connected Kerb,,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/251500,2023-05-04T08:41:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,Low,35,"No mapped Low, Medium or High classification matched.",0,35,sea,1,W01001942,Butetown 3,43.6,43.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01001942,False,polygon covers point,Caerdydd 049B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
